Id,pclass,survived,name
1071,3,0,"O'Brien, Mr. Timothy"
1072,3,1,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)"
1073,3,0,"O'Connell, Mr. Patrick D"
1074,3,0,"O'Connor, Mr. Maurice"
1075,3,0,"O'Connor, Mr. Patrick"
1076,3,0,"Odahl, Mr. Nils Martin"
1077,3,0,"O'Donoghue, Ms. Bridget"
1078,3,1,"O'Driscoll, Miss. Bridget"
1079,3,1,"O'Dwyer, Miss. Ellen ""Nellie"""
1080,3,1,"Ohman, Miss. Velin"
1081,3,1,"O'Keefe, Mr. Patrick"
1082,3,1,"O'Leary, Miss. Hanora ""Norah"""
1083,3,1,"Olsen, Master. Artur Karl"
1084,3,0,"Olsen, Mr. Henry Margido"
1085,3,0,"Olsen, Mr. Karl Siegwart Andreas"
1086,3,0,"Olsen, Mr. Ole Martin"
1087,3,0,"Olsson, Miss. Elina"
1088,3,0,"Olsson, Mr. Nils Johan Goransson"
1089,3,1,"Olsson, Mr. Oscar Wilhelm"
1090,3,0,"Olsvigen, Mr. Thor Anderson"
1091,3,0,"Oreskovic, Miss. Jelka"
1092,3,0,"Oreskovic, Miss. Marija"
1093,3,0,"Oreskovic, Mr. Luka"
1094,3,0,"Osen, Mr. Olaf Elon"
1095,3,1,"Osman, Mrs. Mara"
1096,3,0,"O'Sullivan, Miss. Bridget Mary"
1097,3,0,"Palsson, Master. Gosta Leonard"
1098,3,0,"Palsson, Master. Paul Folke"
1099,3,0,"Palsson, Miss. Stina Viola"
1100,3,0,"Palsson, Miss. Torborg Danira"
1101,3,0,"Palsson, Mrs. Nils (Alma Cornelia Berglund)"
1102,3,0,"Panula, Master. Eino Viljami"
1103,3,0,"Panula, Master. Juha Niilo"
1104,3,0,"Panula, Master. Urho Abraham"
1105,3,0,"Panula, Mr. Ernesti Arvid"
1106,3,0,"Panula, Mr. Jaako Arnold"
1107,3,0,"Panula, Mrs. Juha (Maria Emilia Ojala)"
1108,3,0,"Pasic, Mr. Jakob"
1109,3,0,"Patchett, Mr. George"
1110,3,0,"Paulner, Mr. Uscher"
1111,3,0,"Pavlovic, Mr. Stefo"
1112,3,0,"Peacock, Master. Alfred Edward"
1113,3,0,"Peacock, Miss. Treasteall"
1114,3,0,"Peacock, Mrs. Benjamin (Edith Nile)"
1115,3,0,"Pearce, Mr. Ernest"
1116,3,0,"Pedersen, Mr. Olaf"
1117,3,0,"Peduzzi, Mr. Joseph"
1118,3,0,"Pekoniemi, Mr. Edvard"
1119,3,0,"Peltomaki, Mr. Nikolai Johannes"
1120,3,0,"Perkin, Mr. John Henry"
1121,3,1,"Persson, Mr. Ernst Ulrik"
1122,3,1,"Peter, Master. Michael J"
1123,3,1,"Peter, Miss. Anna"
1124,3,1,"Peter, Mrs. Catherine (Catherine Rizk)"
1125,3,0,"Peters, Miss. Katie"
1126,3,0,"Petersen, Mr. Marius"
1127,3,0,"Petranec, Miss. Matilda"
1128,3,0,"Petroff, Mr. Nedelio"
1129,3,0,"Petroff, Mr. Pastcho (""Pentcho"")"
1130,3,0,"Petterson, Mr. Johan Emil"
1131,3,0,"Pettersson, Miss. Ellen Natalia"
1132,3,1,"Pickard, Mr. Berk (Berk Trembisky)"
1133,3,0,"Plotcharsky, Mr. Vasil"
1134,3,0,"Pokrnic, Mr. Mate"
1135,3,0,"Pokrnic, Mr. Tome"
1136,3,0,"Radeff, Mr. Alexander"
1137,3,0,"Rasmussen, Mrs. (Lena Jacobsen Solvang)"
1138,3,0,"Razi, Mr. Raihed"
1139,3,0,"Reed, Mr. James George"
1140,3,0,"Rekic, Mr. Tido"
1141,3,0,"Reynolds, Mr. Harold J"
1142,3,0,"Rice, Master. Albert"
1143,3,0,"Rice, Master. Arthur"
1144,3,0,"Rice, Master. Eric"
1145,3,0,"Rice, Master. Eugene"
1146,3,0,"Rice, Master. George Hugh"
1147,3,0,"Rice, Mrs. William (Margaret Norton)"
1148,3,0,"Riihivouri, Miss. Susanna Juhantytar ""Sanni"""
1149,3,0,"Rintamaki, Mr. Matti"
1150,3,1,"Riordan, Miss. Johanna ""Hannah"""
1151,3,0,"Risien, Mr. Samuel Beard"
1152,3,0,"Risien, Mrs. Samuel (Emma)"
1153,3,0,"Robins, Mr. Alexander A"
1154,3,0,"Robins, Mrs. Alexander A (Grace Charity Laury)"
1155,3,0,"Rogers, Mr. William John"
1156,3,0,"Rommetvedt, Mr. Knud Paust"
1157,3,0,"Rosblom, Miss. Salli Helena"
1158,3,0,"Rosblom, Mr. Viktor Richard"
1159,3,0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)"
1160,3,1,"Roth, Miss. Sarah A"
1161,3,0,"Rouse, Mr. Richard Henry"
1162,3,0,"Rush, Mr. Alfred George John"
1163,3,1,"Ryan, Mr. Edward"
1164,3,0,"Ryan, Mr. Patrick"
1165,3,0,"Saad, Mr. Amin"
1166,3,0,"Saad, Mr. Khalil"
1167,3,0,"Saade, Mr. Jean Nassr"
1168,3,0,"Sadlier, Mr. Matthew"
1169,3,0,"Sadowitz, Mr. Harry"
1170,3,0,"Saether, Mr. Simon Sivertsen"
1171,3,0,"Sage, Master. Thomas Henry"
1172,3,0,"Sage, Master. William Henry"
1173,3,0,"Sage, Miss. Ada"
1174,3,0,"Sage, Miss. Constance Gladys"
1175,3,0,"Sage, Miss. Dorothy Edith ""Dolly"""
1176,3,0,"Sage, Miss. Stella Anna"
1177,3,0,"Sage, Mr. Douglas Bullen"
1178,3,0,"Sage, Mr. Frederick"
1179,3,0,"Sage, Mr. George John Jr"
1180,3,0,"Sage, Mr. John George"
1181,3,0,"Sage, Mrs. John (Annie Bullen)"
1182,3,0,"Salander, Mr. Karl Johan"
1183,3,1,"Salkjelsvik, Miss. Anna Kristine"
1184,3,0,"Salonen, Mr. Johan Werner"
1185,3,0,"Samaan, Mr. Elias"
1186,3,0,"Samaan, Mr. Hanna"
1187,3,0,"Samaan, Mr. Youssef"
1188,3,1,"Sandstrom, Miss. Beatrice Irene"
1189,3,1,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)"
1190,3,1,"Sandstrom, Miss. Marguerite Rut"
1191,3,1,"Sap, Mr. Julius"
1192,3,0,"Saundercock, Mr. William Henry"
1193,3,0,"Sawyer, Mr. Frederick Charles"
1194,3,0,"Scanlan, Mr. James"
1195,3,0,"Sdycoff, Mr. Todor"
1196,3,0,"Shaughnessy, Mr. Patrick"
1197,3,1,"Sheerlinck, Mr. Jan Baptist"
1198,3,0,"Shellard, Mr. Frederick William"
1199,3,1,"Shine, Miss. Ellen Natalia"
1200,3,0,"Shorney, Mr. Charles Joseph"
1201,3,0,"Simmons, Mr. John"
1202,3,0,"Sirayanian, Mr. Orsen"
1203,3,0,"Sirota, Mr. Maurice"
1204,3,0,"Sivic, Mr. Husein"
1205,3,0,"Sivola, Mr. Antti Wilhelm"
1206,3,1,"Sjoblom, Miss. Anna Sofia"
1207,3,0,"Skoog, Master. Harald"
1208,3,0,"Skoog, Master. Karl Thorsten"
1209,3,0,"Skoog, Miss. Mabel"
1210,3,0,"Skoog, Miss. Margit Elizabeth"
1211,3,0,"Skoog, Mr. Wilhelm"
1212,3,0,"Skoog, Mrs. William (Anna Bernhardina Karlsson)"
1213,3,0,"Slabenoff, Mr. Petco"
1214,3,0,"Slocovski, Mr. Selman Francis"
1215,3,0,"Smiljanic, Mr. Mile"
1216,3,0,"Smith, Mr. Thomas"
1217,3,1,"Smyth, Miss. Julia"
1218,3,0,"Soholt, Mr. Peter Andreas Lauritz Andersen"
1219,3,0,"Somerton, Mr. Francis William"
1220,3,0,"Spector, Mr. Woolf"
1221,3,0,"Spinner, Mr. Henry John"
1222,3,0,"Staneff, Mr. Ivan"
1223,3,0,"Stankovic, Mr. Ivan"
1224,3,1,"Stanley, Miss. Amy Zillah Elsie"
1225,3,0,"Stanley, Mr. Edward Roland"
1226,3,0,"Storey, Mr. Thomas"
1227,3,0,"Stoytcheff, Mr. Ilia"
1228,3,0,"Strandberg, Miss. Ida Sofia"
1229,3,1,"Stranden, Mr. Juho"
1230,3,0,"Strilic, Mr. Ivan"
1231,3,0,"Strom, Miss. Telma Matilda"
1232,3,0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)"
1233,3,1,"Sunderland, Mr. Victor Francis"
1234,3,1,"Sundman, Mr. Johan Julian"
1235,3,0,"Sutehall, Mr. Henry Jr"
1236,3,0,"Svensson, Mr. Johan"
1237,3,1,"Svensson, Mr. Johan Cervin"
1238,3,0,"Svensson, Mr. Olof"
1239,3,1,"Tenglin, Mr. Gunnar Isidor"
1240,3,0,"Theobald, Mr. Thomas Leonard"
1241,3,1,"Thomas, Master. Assad Alexander"
1242,3,0,"Thomas, Mr. Charles P"
1243,3,0,"Thomas, Mr. John"
1244,3,0,"Thomas, Mr. Tannous"
1245,3,1,"Thomas, Mrs. Alexander (Thamine ""Thelma"")"
1246,3,0,"Thomson, Mr. Alexander Morrison"
1247,3,0,"Thorneycroft, Mr. Percival"
1248,3,1,"Thorneycroft, Mrs. Percival (Florence Kate White)"
1249,3,0,"Tikkanen, Mr. Juho"
1250,3,0,"Tobin, Mr. Roger"
1251,3,0,"Todoroff, Mr. Lalio"
1252,3,0,"Tomlin, Mr. Ernest Portage"
1253,3,0,"Torber, Mr. Ernst William"
1254,3,0,"Torfa, Mr. Assad"
1255,3,1,"Tornquist, Mr. William Henry"
1256,3,0,"Toufik, Mr. Nakli"
1257,3,1,"Touma, Master. Georges Youssef"
1258,3,1,"Touma, Miss. Maria Youssef"
1259,3,1,"Touma, Mrs. Darwis (Hanne Youssef Razi)"
1260,3,0,"Turcin, Mr. Stjepan"
1261,3,1,"Turja, Miss. Anna Sofia"
1262,3,1,"Turkula, Mrs. (Hedwig)"
1263,3,0,"van Billiard, Master. James William"
1264,3,0,"van Billiard, Master. Walter John"
1265,3,0,"van Billiard, Mr. Austin Blyler"
1266,3,0,"Van Impe, Miss. Catharina"
1267,3,0,"Van Impe, Mr. Jean Baptiste"
1268,3,0,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)"
1269,3,0,"van Melkebeke, Mr. Philemon"
1270,3,0,"Vande Velde, Mr. Johannes Joseph"
1271,3,0,"Vande Walle, Mr. Nestor Cyriel"
1272,3,0,"Vanden Steen, Mr. Leo Peter"
1273,3,0,"Vander Cruyssen, Mr. Victor"
1274,3,0,"Vander Planke, Miss. Augusta Maria"
1275,3,0,"Vander Planke, Mr. Julius"
1276,3,0,"Vander Planke, Mr. Leo Edmondus"
1277,3,0,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)"
1278,3,1,"Vartanian, Mr. David"
1279,3,0,"Vendel, Mr. Olof Edvin"
1280,3,0,"Vestrom, Miss. Hulda Amanda Adolfina"
1281,3,0,"Vovk, Mr. Janko"
1282,3,0,"Waelens, Mr. Achille"
1283,3,0,"Ware, Mr. Frederick"
1284,3,0,"Warren, Mr. Charles William"
1285,3,0,"Webber, Mr. James"
1286,3,0,"Wenzel, Mr. Linhart"
1287,3,1,"Whabee, Mrs. George Joseph (Shawneene Abi-Saab)"
1288,3,0,"Widegren, Mr. Carl/Charles Peter"
1289,3,0,"Wiklund, Mr. Jakob Alfred"
1290,3,0,"Wiklund, Mr. Karl Johan"
1291,3,1,"Wilkes, Mrs. James (Ellen Needs)"
1292,3,0,"Willer, Mr. Aaron (""Abi Weller"")"
1293,3,0,"Willey, Mr. Edward"
1294,3,0,"Williams, Mr. Howard Hugh ""Harry"""
1295,3,0,"Williams, Mr. Leslie"
1296,3,0,"Windelov, Mr. Einar"
1297,3,0,"Wirz, Mr. Albert"
1298,3,0,"Wiseman, Mr. Phillippe"
1299,3,0,"Wittevrongel, Mr. Camille"
1300,3,0,"Yasbeck, Mr. Antoni"
1301,3,1,"Yasbeck, Mrs. Antoni (Selini Alexander)"
1302,3,0,"Youseff, Mr. Gerious"
1303,3,0,"Yousif, Mr. Wazli"
1304,3,0,"Yousseff, Mr. Gerious"
1305,3,0,"Zabour, Miss. Hileni"
1306,3,0,"Zabour, Miss. Thamine"
1307,3,0,"Zakarian, Mr. Mapriededer"
1308,3,0,"Zakarian, Mr. Ortin"
1309,3,0,"Zimmerman, Mr. Leo"
2000,999,10,a
